source_dataset,source_dataset_redacted,source_name_redaction_reason,identifier_like_filename,source_file_sha256_prefix1mb,variable,dtype,role_guess,missing_rate_sample,nunique_sample,variable_en,standard_name_en,description_en,description_fi,units,coding,notes
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg9o,str,,0.9985,3.0,sdg9o,sdg9o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp1,str,,0.652,99.0,tp1,tp1,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp2,str,,0.93,12.0,tp2,tp2,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp3,str,,0.9995,1.0,tp3,tp3,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp4,float64,,1.0,0.0,tp4,tp4,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp5,str,,0.8525,46.0,tp5,tp5,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp6,str,,0.978,7.0,tp6,tp6,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp7,float64,,1.0,0.0,tp7,tp7,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp8,float64,,1.0,0.0,tp8,tp8,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp9,str,,0.941,35.0,tp9,tp9,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp10,str,,0.9995,1.0,tp10,tp10,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp11,float64,,1.0,0.0,tp11,tp11,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp12,float64,,1.0,0.0,tp12,tp12,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp13,str,,0.987,16.0,tp13,tp13,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp14,str,,0.9995,1.0,tp14,tp14,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp15,float64,,1.0,0.0,tp15,tp15,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp16,float64,,1.0,0.0,tp16,tp16,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp17,str,,0.9945,5.0,tp17,tp17,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp18,float64,,1.0,0.0,tp18,tp18,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp19,float64,,1.0,0.0,tp19,tp19,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp20,float64,,1.0,0.0,tp20,tp20,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp21,str,,0.9995,1.0,tp21,tp21,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp22,float64,,1.0,0.0,tp22,tp22,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp23,float64,,1.0,0.0,tp23,tp23,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp24,float64,,1.0,0.0,tp24,tp24,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp25,float64,,1.0,0.0,tp25,tp25,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto – kopio.xlsx,Lifecare potilasaineisto – kopio.xlsx,,0,44ca9685509d8db0a41743c8615f1bdb37ace478e0be2c1a06ca84f9b892a906,FILE_UNREADABLE,,,,,,,Inferred from name/role: Source file could not be read; variable list unavailable.,,,,UNREADABLE/COPY/PASSWORD-PROTECTED
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,RID,int64,,0.0,9.0,rid,rid,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,SSN,str,,0.0,9.0,ssn,ssn,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,IkaTapahtumahetkella,int64,,0.0,8.0,age_tapahtumahetkella,age_tapahtumahetkella,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,IkaNyt,int64,,0.0,6.0,age_nyt,age_nyt,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,tapahtpvm,datetime64[us],date,0.0,10.0,tapahtpvm,tapahtpvm_date,Inferred from name/role: Event or reference date.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,DateOfDeath,float64,date,0.615385,4.0,date_of_death,date_of_death,Inferred from name/role: Event or reference date.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,kuntanro,int64,,0.0,2.0,kuntanro,kuntanro,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,kuntanimi,str,,0.0,2.0,kuntanimi,kuntanimi,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,koodi1,str,,0.0,11.0,koodi1,koodi1,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,koodi2,str,,0.0,1.0,koodi2,koodi2,Inferred from name/role: Variable requiring domain confirmation.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,toimenpide1,str,,0.0,14.0,toimenpide1,toimenpide1,Inferred from name/role: Procedure code or derived indicator.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,toimenpide2,str,,0.205128,2.0,toimenpide2,toimenpide2,Inferred from name/role: Procedure code or derived indicator.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,toimenpide3,str,,0.384615,1.0,toimenpide3,toimenpide3,Inferred from name/role: Procedure code or derived indicator.,,,,
Lifecare potilasaineisto.xlsx,Lifecare potilasaineisto.xlsx,,0,e9e8c78a2092e49cfd7c8007721c568d3c7f89ef4a72390b3187cf35a95847f9,toimenpide4,str,,0.384615,1.0,toimenpide4,toimenpide4,Inferred from name/role: Procedure code or derived indicator.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,[REDACTED_IDENTIFIER],str,identifier,0.0,512.0,personal_identity_code,personal_identity_code,Inferred from name/role: Direct personal identity code (sensitive). Must be excluded from repo outputs; use pseudonymized linkage id instead.,,,,DIRECT_IDENTIFIER; must_not_be_used_in_repo_outputs
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Ika_Jaksolla,int64,,0.0,47.0,age_jaksolla,age_jaksolla,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,OsastojaksoAlkuPvm,int64,date,0.0,916.0,osastojakso_start_date,osastojakso_start_date,Inferred from name/role: Event or reference date.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,OsastojaksoLoppuPvm,int64,date,0.0,935.0,osastojakso_end_date,osastojakso_end_date,Inferred from name/role: Event or reference date.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,TapaturmaPaiva,float64,date,1.0,0.0,tapaturma_date,tapaturma_date,Inferred from name/role: Event or reference date.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Kuolinpvm,datetime64[us],date,0.9535,33.0,death_date,death_date,Inferred from name/role: Event or reference date.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Pdgo,str,,0.0,218.0,pdgo,pdgo,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg1o,str,,0.1795,256.0,sdg1o,sdg1o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg2o,str,,0.3345,182.0,sdg2o,sdg2o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg3o,str,,0.522,149.0,sdg3o,sdg3o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg4o,str,,0.6825,108.0,sdg4o,sdg4o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg5o,str,,0.8365,83.0,sdg5o,sdg5o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg6o,str,,0.917,58.0,sdg6o,sdg6o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg7o,str,,0.9525,31.0,sdg7o,sdg7o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg8o,str,,0.982,21.0,sdg8o,sdg8o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Sdg9o,str,,0.992,10.0,sdg9o,sdg9o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp1,str,,0.1895,194.0,tp1,tp1,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp2,str,,0.461,16.0,tp2,tp2,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp3,str,,0.9895,5.0,tp3,tp3,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp4,str,,0.994,4.0,tp4,tp4,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp5,str,,0.382,82.0,tp5,tp5,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp6,str,,0.7745,10.0,tp6,tp6,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp7,float64,,1.0,0.0,tp7,tp7,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp8,float64,,1.0,0.0,tp8,tp8,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp9,str,,0.6615,51.0,tp9,tp9,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp10,str,,0.972,4.0,tp10,tp10,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp11,float64,,1.0,0.0,tp11,tp11,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp12,float64,,1.0,0.0,tp12,tp12,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp13,str,,0.8215,22.0,tp13,tp13,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp14,str,,0.997,3.0,tp14,tp14,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp15,float64,,1.0,0.0,tp15,tp15,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp16,float64,,1.0,0.0,tp16,tp16,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp17,str,,0.9025,10.0,tp17,tp17,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp18,float64,,1.0,0.0,tp18,tp18,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp19,float64,,1.0,0.0,tp19,tp19,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp20,float64,,1.0,0.0,tp20,tp20,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp21,str,,0.997,1.0,tp21,tp21,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp22,float64,,1.0,0.0,tp22,tp22,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp23,float64,,1.0,0.0,tp23,tp23,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp24,float64,,1.0,0.0,tp24,tp24,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,Tutkimusaineisto_osastojakso_diagnoosit (1).xlsx,,0,97adc53e96bf50e2a1bc48d52947667635d9d480107c10290400313cd1e733ba,Tp25,float64,,1.0,0.0,tp25,tp25,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,ee3e7aa900449526ceb7de8c74955c18a1d37b716b193e2d177ff3de3e8dafbf,[REDACTED_IDENTIFIER],str,identifier,0.0,448.0,personal_identity_code,personal_identity_code,Inferred from name/role: Direct personal identity code (sensitive). Must be excluded from repo outputs; use pseudonymized linkage id instead.,,,,DIRECT_IDENTIFIER; must_not_be_used_in_repo_outputs
Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,ee3e7aa900449526ceb7de8c74955c18a1d37b716b193e2d177ff3de3e8dafbf,IkaNyt,int64,,0.0,39.0,age_nyt,age_nyt,Inferred from name/role: Variable requiring domain confirmation.,,,,
Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,ee3e7aa900449526ceb7de8c74955c18a1d37b716b193e2d177ff3de3e8dafbf,ika_osastolla,int64,,0.0,44.0,age_osastolla,age_osastolla,Inferred from name/role: Variable requiring domain confirmation.,,,,
